2013,blind calibration in compressed sensing using message passing algorithms,NIPS,2,0.3904822766780853
2013,learning a deep compact image representation for visual tracking,NIPS,5,0.5471330285072327
2013,the randomized dependence coefficient,NIPS,4,0.2881350517272949
2013,regret based robust solutions for uncertain markov decision processes,NIPS,1,0.46170490980148315
2013,inferring neural population dynamics from multiple partial recordings of the same neural circuit,NIPS,8,0.6267800331115723
2013,mixed optimization for smooth functions,NIPS,2,0.7372618317604065
2013,higher order priors for joint intrinsic image objects and attributes estimation,NIPS,5,0.5936952829360962
2013,scalable kernels for graphs with continuous attributes,NIPS,6,0.7083173990249634
2013,multi prediction deep boltzmann machines,NIPS,9,0.4388720989227295
2013,efficient algorithm for privately releasing smooth queries,NIPS,0,0.6323056221008301
2013,using multiple samples to learn mixture models,NIPS,3,0.35271593928337097
2013,generalized random utility models with multiple types,NIPS,4,0.3569009602069855
2013,data driven distributionally robust polynomial optimization,NIPS,2,0.35323622822761536
2013,more data speeds up training time in learning halfspaces over sparse vectors,NIPS,0,0.7307564616203308
2013,beyond pairwise provably fast algorithms for approximate k way similarity search,NIPS,3,0.7682881355285645
2013,transfer learning in a transductive setting,NIPS,7,0.46612632274627686
2013,learning stochastic feedforward neural networks,NIPS,4,0.5300677418708801
2013,which space partitioning tree to use for search,NIPS,6,0.3724513053894043
2013,trading computation for communication distributed stochastic dual coordinate ascent,NIPS,2,0.8965395092964172
2013,documents as multiple overlapping windows into grids of counts,NIPS,3,0.440143883228302
2013,dirty statistical models,NIPS,2,0.7243263721466064
2013,conditional random fields via univariate exponential families,NIPS,6,0.48864299058914185
2013,learning trajectory preferences for manipulators via iterative improvement,NIPS,1,0.49106669425964355
2013,variance reduction for stochastic gradient optimization,NIPS,4,0.41822874546051025
2013,sparse additive text models with low rank background,NIPS,2,0.3825967609882355
2013,variational inference for mahalanobis distance metrics in gaussian process regression,NIPS,4,0.5746026039123535
2013,unsupervised spectral learning of finite state transducers,NIPS,2,0.43214187026023865
2013,learning multi level sparse representations,NIPS,8,0.35366424918174744
2013,polar operators for structured sparse estimation,NIPS,2,0.849690854549408
2013,one shot learning and big data with n2,NIPS,0,0.39972275495529175
2013,correlated random features for fast semi supervised learning,NIPS,7,0.507837176322937
2013,modeling clutter perception using parametric proto object partitioning,NIPS,5,0.639397382736206
2013,non strongly convex smooth stochastic approximation with convergence rate o1n,NIPS,2,0.6628983020782471
2013,actor critic algorithms for risk sensitive mdps,NIPS,1,0.5912579894065857
2013,large scale distributed sparse precision estimation,NIPS,2,0.8600426316261292
2013,structured learning via logistic regression,NIPS,2,0.33638909459114075
2013,causal inference on time series using restricted structural equation models,NIPS,6,0.3701583445072174
2013,on model selection consistency of penalized m estimators a geometric theory,NIPS,2,0.5883675217628479
2013,parallel sampling of dp mixture models using sub cluster splits,NIPS,4,0.7096986174583435
2013,on the linear convergence of the proximal gradient method for trace norm regularization,NIPS,2,0.7706148028373718
2013,a message passing algorithm for multi agent trajectory planning,NIPS,1,0.3572404980659485
2013,latent structured active learning,NIPS,7,0.4115116596221924
2013,robust data driven dynamic programming,NIPS,1,0.5604444742202759
2013,better approximation and faster algorithm using the proximal average,NIPS,2,0.9172789454460144
2013,projecting ising model parameters for fast mixing,NIPS,4,0.47139427065849304
2013,dynamic clustering via asymptotics of the dependent dirichlet process mixture,NIPS,4,0.4361861050128937
2013,recurrent networks of coupled winner take all oscillators for solving constraint satisfaction problems,NIPS,8,0.5207576155662537
2013,speeding up permutation testing in neuroimaging,NIPS,2,0.3779088258743286
2013,transportability from multiple environments with limited experiments,NIPS,6,0.6333106756210327
2013,low rank matrix and tensor completion via adaptive sampling,NIPS,2,0.80940842628479
2013,direct 0 1 loss minimization and margin maximization with boosting,NIPS,7,0.49800947308540344
2013,b test a non parametric low variance kernel two sample test,NIPS,4,0.4118800163269043
2013,the pareto regret frontier,NIPS,0,0.7207933068275452
2013,decision jungles compact and rich models for classification,NIPS,6,0.521284282207489
2013,reinforcement learning in robust markov decision processes,NIPS,1,0.6139944791793823
2013,dropout training as adaptive regularization,NIPS,7,0.6324484348297119
2013,online variational approximations to non exponential family change point models with application to radar tracking,NIPS,4,0.6694794297218323
2013,a gang of bandits,NIPS,0,0.3095029592514038
2013,reciprocally coupled local estimators implement bayesian information integration distributively,NIPS,8,0.7717100381851196
2013,provable subspace clustering when lrr meets ssc,NIPS,2,0.7518850564956665
2013,non linear domain adaptation with boosting,NIPS,7,0.7437576055526733
2013,accelerated mini batch stochastic dual coordinate ascent,NIPS,2,0.7534043192863464
2013,least informative dimensions,NIPS,4,0.2969973087310791
2013,distributed exploration in multi armed bandits,NIPS,0,0.589714765548706
2013,regularized m estimators with nonconvexity statistical and algorithmic theory for local optima,NIPS,2,0.7201300859451294
2013,stochastic blockmodel approximation of a graphon theory and consistent estimation,NIPS,6,0.48565787076950073
2013,training and analysing deep recurrent neural networks,NIPS,9,0.788926899433136
2013,on decomposing the proximal map,NIPS,2,0.8071547746658325
2013,bayesian optimization explains human active search,NIPS,7,0.32466980814933777
2013,learning feature selection dependencies in multi task learning,NIPS,4,0.5172200202941895
2013,pac bayes empirical bernstein inequality,NIPS,0,0.7878749370574951
2013,online pca for contaminated data,NIPS,2,0.7474571466445923
2013,summary statistics for partitionings and feature allocations,NIPS,4,0.43426769971847534
2013,optimal neural population codes for high dimensional stimulus variables,NIPS,8,0.37606942653656006
2013,online robust pca via stochastic optimization,NIPS,2,0.8668980598449707
2013,new subsampling algorithms for fast least squares regression,NIPS,2,0.720274806022644
2013,what are the invariant occlusive components of image patches a probabilistic generative approach,NIPS,5,0.4950665533542633
2013,mid level visual element discovery as discriminative mode seeking,NIPS,5,0.345846563577652
2013,prior free and prior dependent regret bounds for thompson sampling,NIPS,0,0.7760980725288391
2013,deep fisher networks for large scale image classification,NIPS,5,0.4130074977874756
2013,rapid distance based outlier detection via sampling,NIPS,7,0.2824113368988037
2013,accelerating stochastic gradient descent using predictive variance reduction,NIPS,2,0.7425358891487122
2013,point based value iteration with optimal belief compression for dec pomdps,NIPS,1,0.8010613918304443
2013,robust multimodal graph matching sparse coding meets graph matching,NIPS,2,0.4797298312187195
2013,variational policy search via trajectory optimization,NIPS,1,0.6523581147193909
2013,correlations strike back again the case of associative memory retrieval,NIPS,8,0.6917427182197571
2013,faster ridge regression via the subsampled randomized hadamard transform,NIPS,2,0.7658513188362122
2013,auditing active learning with outcome dependent query costs,NIPS,0,0.8929936289787292
2013,online learning of nonparametric mixture models via sequential variational approximation,NIPS,4,0.6787750720977783
2013,a simple example of dirichlet process mixture inconsistency for the number of components,NIPS,4,0.724646806716919
2013,neural representation of action sequences how far can a simple snippet matching model take us,NIPS,8,0.6134447455406189
2013,understanding variable importances in forests of randomized trees,NIPS,6,0.5302456021308899
2013,probabilistic low rank matrix completion with adaptive spectral regularization algorithms,NIPS,2,0.6843270659446716
2013,q ocsvm a q quantile estimator for high dimensional distributions,NIPS,6,0.26115718483924866
2013,learning hidden markov models from non sequence data via tensor decomposition,NIPS,4,0.3640587031841278
2013,a scalable approach to probabilistic latent space inference of large scale networks,NIPS,6,0.4105348587036133
2013,latent maximum margin clustering,NIPS,3,0.39394569396972656
2013,density estimation from unweighted k nearest neighbor graphs a roadmap,NIPS,6,0.35941675305366516
2013,on algorithms for sparse multi factor nmf,NIPS,2,0.8740594387054443
2013,improved and generalized upper bounds on the complexity of policy iteration,NIPS,0,0.47409605979919434
2014,approximating hierarchical mv sets for hierarchical clustering,NIPS,6,0.5026058554649353
2014,optimistic planning in markov decision processes using a generative model,NIPS,1,0.4617694318294525
2014,multi scale graphical models for spatio temporal processes,NIPS,2,0.30471470952033997
2014,constrained convex minimization via model based excessive gap,NIPS,2,0.8977314233779907
2014,exclusive feature learning on arbitrary structures via ell_12 norm,NIPS,2,0.6368569135665894
2014,saga a fast incremental gradient method with support for non strongly convex composite objectives,NIPS,2,0.9551343321800232
2014,decoupled variational gaussian inference,NIPS,4,0.5074764490127563
2014,a complete variational tracker,NIPS,4,0.3514213263988495
2014,robust kernel density estimation by scaling and projection in hilbert space,NIPS,4,0.44878527522087097
2014,almost no label no cry,NIPS,0,0.3212091624736786
2014,a synaptical story of persistent activity with graded lifetime in a neural system,NIPS,8,0.946045994758606
2014,efficient structured matrix rank minimization,NIPS,2,0.901960015296936
2014,efficient learning by implicit exploration in bandit problems with side observations,NIPS,0,0.720143735408783
2014,provable submodular minimization using wolfes algorithm,NIPS,2,0.556774377822876
2014,on prior distributions and approximate inference for structured variables,NIPS,2,0.37792494893074036
2014,robust logistic regression and classification,NIPS,7,0.27869540452957153
2014,self adaptable templates for feature coding,NIPS,5,0.3343208134174347
2014,gaussian process volatility model,NIPS,4,0.5489903688430786
2014,transportability from multiple environments with limited experiments completeness results,NIPS,6,0.7357551455497742
2014,kernel mean estimation via spectral filtering,NIPS,2,0.34238961338996887
2014,a representation theory for ranking functions,NIPS,6,0.36440613865852356
2014,graphical models for recovering probabilistic and causal queries from missing data,NIPS,6,0.6172338724136353
2014,online optimization for max norm regularization,NIPS,2,0.7558557391166687
2014,exploiting easy data in online optimization,NIPS,0,0.8830696940422058
2014,spectral methods for indian buffet process inference,NIPS,2,0.46709853410720825
2014,parallel sampling of hdps using sub cluster splits,NIPS,4,0.6333682537078857
2014,fundamental limits of online and distributed algorithms for statistical learning and estimation,NIPS,0,0.5794638395309448
2014,probabilistic ode solvers with runge kutta means,NIPS,4,0.5417690873146057
2014,do convnets learn correspondence,NIPS,5,0.7603339552879333
2014,universal option models,NIPS,1,0.864419162273407
2014,exact post model selection inference for marginal screening,NIPS,2,0.3053196966648102
2014,mind the nuisance gaussian process classification using privileged noise,NIPS,7,0.47528377175331116
2014,a safe screening rule for sparse logistic regression,NIPS,2,0.7227712869644165
2014,inferring sparse representations of continuous signals with continuous orthogonal matching pursuit,NIPS,2,0.655152440071106
2014,discovering learning and exploiting relevance,NIPS,0,0.44956040382385254
2014,covariance shrinkage for autocorrelated data,NIPS,4,0.5597866177558899
